prfnm,entrpsnm,genrenm,telno,relateurl,mt30id
"장애인문화예술축제 A+ Festival, 안산시민과 함께 하는 K트롯 콘서트, 안산시민과 함께 하는 K트롯 콘서트",(사)한국장애인문화예술단체총연합회,복합,02-304-6211,http://www.fdca.or.kr/,AG003709
크리스마스 칸타타 [용인],(사)한국장애인문화협회 용인시지부,복합,031-321-9100,http://www.yibluesky.org/,AG014661
개러지 페스트 (GARAGE FEST),(사)한국장애인사진콘텐츠협회,대중음악,042-274-5581,http://www.kdpca.or.kr/,AG015172
제1회 마포미래인재들의 꿈을 응원하는 음악회,(사)한국재즈협회,서양음악(클래식),02-528-4076,https://koreajazz.co.kr/,AG004084
"김서하의 시리즈, 翏잡가 1, 님을 그리며",(사)한국전통민요협회,한국음악(국악),02-529-1550,http://www.koreansori.co.kr/sub/main/main.html,AG004844
제8회 김지성 거문고 독주회,(사)한국전통민요협회 대구 2지부,한국음악(국악),010-2725-7790,http://www.koreansori.co.kr/sub/intro/intro_branch_view.html?jibu_code=22,AG010816
"타악판타지 통: 흥과 신명의 한판 [세종], 틱·탁·톡 : 전통 타악과 퍼포먼스가 만난 가장 역동적인 무대 [원주], 틱·탁·톡 : 전통 타악과 퍼포먼스가 만난 가장 역동적인 무대 [원주]",(사)한국전통예술단 아울,한국음악(국악),033-761-7228,http://www.artaul.com,AG001189
"한(恨)이 깊으니, 흥(興)도 깊더라, 故 선운 임이조 10주기 추모공연, 恨이 깊으니 흥도 깊더라",(사)한국전통춤연구회,무용(서양/한국무용),,,AG014169
"대한민국전통춤문화제 정기공연: 권번춤 이야기, 대한민국전통춤문화제 정기공연: 권번춤 이야기, 제4회 사단법인 대한전통춤협회 이은자 예술단 정기공연",(사)한국전통춤협회,무용(서양/한국무용),02-2058-1277,https://koreadance77.com/,AG003118
"부산전통춤문화제, (사)한국전통춤협회 부산지부 창립공연, (사)한국전통춤협회 부산지부 창립공연",(사)한국전통춤협회 부산지부,무용(서양/한국무용),,,AG010127
"전국풍류자랑, 비탈 [용인], 비탈 [예산]",(사)한국전통타악그룹 태극,한국음악(국악),033-251-4323,http://www.gotg.or.kr,AG001341
정과정곡,(사)한국정가진흥회 부산지부,한국음악(국악),,http://www.jeongga.kr/,AG008825
"제44회 전국신인국악연주회, 제43회 전국신인국악연주회, 한국정악원 115주년 기념공연, 지음풍류",(사)한국정악원,한국음악(국악),02-2653-3116,,AG004139
"제9회 고양국제무용제, GIDF",(사)한국청소년문화연대조인핸드,복합,031-978-3892,http://joinhand.com/,AG014217
"도봉청소년오케스트라 송년음악회, 도봉청소년오케스트라 송년음악회, 제40회 도봉청소년오케스트라 정기연주회",(사)한국청소년문화활동협회,서양음악(클래식),02-3494-2020,http://www.kycaa.co.kr/base/index.php,AG009276
"제16회 한국 춤 백년화, 제16회 한국 춤 백년화, 제15회 한국춤백년화",(사)한국춤역사위원회,무용(서양/한국무용),010-9331-5709,http://www.kdcoh.com/,AG009343
"한영숙류 이철진 춤: 오직 승무, 7일간의 한영숙류 이철진 춤: 후생가외 (後生可畏), 우리시대 라이벌 춤으로 맞장",(사)한국춤예술센터,무용(서양/한국무용),02-3675-6688,https://thekoreandance.modoo.at/,AG002098
"제16회 춤 & 판고무신춤축제, 춤 & 판, 제16회 춤 & 판고무신춤축제, 춤 & 판, 제16회 춤 & 판고무신춤축제, 고무신춤축제",(사)한국춤협회,무용(서양/한국무용),02-410-6888,http://kd.or.kr/xe/main,AG003206
"대구치맥페스티벌, 치맥페스티벌 [대구], 치맥페스티벌 [대구]",(사)한국치맥산업협회,대중음악,053-248-9998,http://www.chimackorea.com/,AG014000
"션윈 월드투어 [부산], 션윈 월드투어 [고양], 션윈 월드투어 [서울]",(사)한국파룬따파학회,무용(서양/한국무용),02-6377-7000,,AG015686
"제52회 판소리 유파 대제전 [대전], 제51회 판소리 유파 대제전, 제4회 청어람, 판소리 다섯바탕",(사)한국판소리보존회,한국음악(국악),02-566-9457,http://www.koreapansori.com/,AG001903
"레전드 춘향전 [안산], 여성국극 라이징 [안산], 여성국극 라이징 [안산]",(사)한국판소리보존회 안산지부,한국음악(국악),,,AG010497
"유희경 완창 프로젝트, 동초제 심청가",(사)한국판소리보존회 용인수지 지부,한국음악(국악),,,AG015762
"(사) 한국페스티발앙상블 기획 연주 2. 창단 40주년: 유혹, 마흔번째 악장: 나에게, 이 한곡, (사) 한국페스티발앙상블 기획 연주 2. 창단 40주년: 유혹, 마흔번째 악장: 나에게, 이 한곡, 제81회 (사) 한국페스티발앙상블 정기연주회",(사)한국페스티발앙상블,서양음악(클래식),02-501-8477,http://www.korfestival.or.kr/,AG002639
"대한민국발레축제 in 춘천, 스페셜 발레 갈라, 대한민국발레축제 in 춘천, 스페셜 발레 갈라, 대한민국발레축제 in 춘천, 스페셜 발레 갈라",(사)한국프로발레협회,무용(서양/한국무용),,https://k-proba.com/kproba/index.php,AG013672
"플라멩코 파탈, 롤라장의 플라멩코 카르멘",(사)한국플라멩코협회,무용(서양/한국무용),02-747-7460,http://lolaflamenco.wixsite.com/association,AG003311
"제21회 부산국제합창제: 축제 합창단 콘서트 & 대상경연 및 시상식 [부산], 제21회 부산국제합창제: 그랜드 콘서트 [부산], 제21회 부산국제합창제, 스페셜 콘서트 Ⅱ [부산]",(사)한국합창조직위원회,서양음악(클래식),051-622-0534,,AG007085
"제46회 한국합창제, 제24회 코리아 합창페스티벌, 제45회 한국합창제 (The 45th KOREAN CHORAL FESTIVAL)",(사)한국합창총연합회,서양음악(클래식),02-3661-8535,http://www.kfcm.co.kr/,AG003135
"SICF 서울국제안무페스티벌, NO IM NOT / TEMPO, SICF 서울국제안무페스티벌, NO IM NOT / TEMPO, SICF 서울 국제 안무 페스티벌: 37N & Plantoid & Nothing, everything & 무늬의 무늬",(사)한국현대무용진흥회,무용(서양/한국무용),02-325-5702,http://www.moderndance.co.kr/,AG002617
"WPOP EDM FESTIVAL, 갈매기의 꿈 [계룡]",(사)한국힙합문화협회 중앙회,복합,02-2606-2206,http://khiphop.kr/,AG010588
갈매기의 꿈 [계룡],(사)한국힙합문화협회 충남지회,복합,,,AG010587
"제13회 러시아가곡연구회 정기연주회, 거장이 전해주는 메세지 Ⅱ",(사)한러교류협회,서양음악(클래식),,,AG008640
"제4회 코리아&뮤직페스티발, 코지 판 투떼, 갈라콘서트: 희망의 봄, 세계 가곡의 밤",(사)한러오페라단,서양음악(클래식),02-3211-4211,https://www.facebook.com/%ED%95%9C%EB%9F%AC%EC%98%A4%ED%8E%98%EB%9D%BC%EB%8B%A8-1835134940127791/,AG004127
겨레사랑 한국가곡 페스티벌,(사)한민족평화나눔재단,서양음악(클래식),,,AG004443
"위대한 단재(丹齋) 신채호 [대전], 위대한 단재(丹齋) 신채호 [대전]",(사)한빛사랑예술원,뮤지컬,042-710-2100,http://hanbitsarang.com/default/index.php,AG006343
"서울특별시무형유산 살풀이춤지정 10주년 기념공연, 무지의 발견, 춤을 짓다,춤을 잇다: 이은주의 살풀이춤, 이한솔의 춤: 다락",(사)한영숙살풀이춤보존회,무용(서양/한국무용),02-2644-5059,http://blog.daum.net/salpoori,AG001195
"가인과 예가주 [정읍], 하늘연인",(사)한옥마을사람들,무용(서양/한국무용),063-532-1248,,AG004343
"으랏차차 복방귀 [대구], 으랏차차 복방귀 [대구], 7인의 부인들 [고령]",(사)한울림 (극단한울림),연극,053-246-2925,http://www.hanwoollim.com/,AG002269
"자싱 다차오 필하모닉 오케스트라 내한공연 [예산], 복길천장(福吉天長)비파협연 오케스트라 내한공연",(사)한중문화우호협회,서양음악(클래식),02-335-1288,http://www.kcfriend.org/,AG005471
"쿠바 음악의 디바 다이메아로세나 첫 내한 공연, 쿠바 음악의 디바 다이메아로세나 첫 내한 공연 [부산]",(사)한쿠바교류협회,복합,02-2038-2306,http://www.cuba.or.kr/,AG005624
"바람으로의 여행 [광주], 바람으로의 여행 [광주]",(사)함께;마중,뮤지컬,,,AG013158
"제12회 빛의소리 나눔콘서트, 제13회 올키즈스트라 정기연주회: All kid stellar, 제11회 빛의소리 나눔콘서트 [성남]",(사)함께걷는아이들,서양음악(클래식),02-522-7935,https://www.withu.or.kr/USR_main.asp??=Main/index,AG003333
"제11회 사랑과 희망의 하모니: 창작합창서사시 훈민정음, 제11회 사랑과 희망의 하모니: 창작합창서사시 훈민정음, 신체비전: 몸의 기억 [안산]",(사)함께한대,복합,02-2220-2004,http://www.withhyu.org/expo2/wizard/frames/server_index.html?home_id=withhyu&pageType=index,AG003150
"박미영 무용단 기획공연, 얼",(사)해외한민족 연구소,한국음악(국악),,http://ioka.co.kr/html/index.asp,AG012747
"나의 이야기 극장, 청년 마음공감 극장, 우리는 사랑할 수 있을까, 나의 이야기 극장",(사)행복공장,연극,02-6084-1016,http://www.happitory.org/,AG008025
"HK와 함께하는 행복나무플러스의 삶과 나눔 콘서트, HK와 함께하는 행복나무플러스의 삶과 나눔 콘서트, HK와 함께하는 행복나무플러스의 삶과 나눔 콘서트",(사)행복나무플러스,서양음악(클래식),02-2263-7530,https://www.facebook.com/hbnamu/,AG005199
"파주시민을 위한 헤이리챔버오케스트라 송년음악회, 파주시민을 위한 헤이리챔버오케스트라 송년음악회, 제11회 헤이리챔버오케스트라 정기연주회, 송년음악회",(사)헤이리예술마을,복합,,https://www.heyri.net/,AG015091
"제21회 유엔참전용사, 영웅을 위한 음악회, 제7회 정전협정 및 유엔군 참전의 날 추모 평화음악회",(사)호국문화진흥위원회,복합,02-3473-8802,http://www.homoonjin.or.kr/main.php,AG003564
이을판 어울판,(사)호남여성농악보존회,한국음악(국악),010-4642-8079,,AG011410
"서빛마루문예회관 명작콘서트, Opera On Stage: 버섯피자 (9월), (사) 호남오페라단 창단 40주년 기념 송년음악회 [전주], 운명의 힘 [전주]",(사)호남오페라단,서양음악(클래식),063-288-6807,http://www.honamopera.com/,AG002751
"홍난파가곡제: 나의 살던 고향은, 홍난파가곡제: 나의 살던 고향은, 홍난파가곡제: 나의 살던 고향은",(사)홍난파의집,서양음악(클래식),02-2665-7419,https://lanpa.co.kr/,AG014277
"(사) 홍정희오페라단 COREA Arirang 세계를 울리다, (사)홍정희오페라단 COREA, Then and Now, (사)홍정희오페라단 오페라 갈라콘서트, 별이 빛나는 밤에",(사)홍정희 오페라단,서양음악(클래식),02-586-0945,http://blog.naver.com/opera_hong,AG003504
"제27회 서울특별시무형유산 화고판소리고법 공개행사: 동락여정 同樂旅程, 제27회 서울특별시무형유산 화고판소리고법 공개행사: 동락여정 同樂旅程, 서울시무형유산 제25호 판소리고법 (정화영) 공개행사",(사)화고판소리고법보존회,한국음악(국악),010-8907-0088,,AG004016
"화음챔버오케스트라: Maniac Discovery, 화음챔버오케스트라: Maniac Discovery, 화음챔버오케스트라: Maniac Discovery",(사)화음(화음챔버오케스트라),서양음악(클래식),02-544-9092,http://www.hwaum.org/,AG000841
"환경콘서트: 푸른 바다, 그리고 인연 (with 김기태), 세계적인 팝페라테너 임형주와 함께하는 지구의날 기념 환경콘서트",(사)환경운동연합,서양음악(클래식),02-735-7000,http://kfem.or.kr/,AG011494
제17회 휘몰이잡가 공개발표회,(사)휘몰이잡가 보존회,한국음악(국악),010-3744-6365,,AG006953
"제3회 광주흥사단기러기합창단 정기연주회, 도산 안창호",(사)흥사단,복합,02-743-2511,http://www.yka.or.kr/html/introduce/introduce.asp,AG007205
제13회 흥청무 정기공연,(사)흥청무 보존회,무용(서양/한국무용),,,AG009552
"(사) 희망나눔과 함께하는 희망나눔 열린음악회 [대구], (사) 희망나눔과 함께하는 희망나눔 열린음악회 [대구], (사) 희망나눔과 함께하는 희망나눔 열린음악회 [대구]",(사)희망나눔,복합,053-761-3399,https://www.hopesharecorp.com/,AG009797
"코로나19 극복 기원 안동 시민과 함께하는 희망나눔 열린음악회, 코로나19 극복 기원 안동 시민과 함께하는 희망나눔 열린음악회",(사)희망나눔 안동시지부,대중음악,,,AG012117
"제9회 희망을 나누는 송년콘서트, 제8회 희망을 나누는 신년콘서트, 제7회 희망을 나누는 신년콘서트",(사)희망나눔협의회,복합,02-334-9547,http://www.nanum100.or.kr/,AG015215
Hope Concert,(사)희망이룸,서양음악(클래식),055-263-5647,https://hopeirum.co.kr/,AG005201
"제29회 광주 소극장 축제, 봄이 오면, 제29회 광주소극장축제, 광주 소극장 재즈페스티벌, 제29회 광주 소극장 축제, 봄이 오면",(시)한국소극장협회 전남광주통합특별시지회 (구.(사) 한국소극장협회 광주지회),복합,010-2218-7007,https://gjsmalltheater.modoo.at/,AG010650
"오월 어머니의 노래 [서울], 오월 어머니의 노래 [광주]",(유)광민,복합,062-369-9126,,AG016132
"유튜브 팬페스트 코리아, 유튜브 팬페스트 코리아",(유)구글코리아,연예,02-531-9000,https://www.google.co.kr/?hl=kohttps://play.google.com/store/games?device=windows,AG016308
"다른 사막 도시들 [대학로], 다른 사막 도시들 [대학로], 다른 사막 도시들 [대학로]",(유)극단기일게,연극,,,AG007852
"제12회 깐따피아 정기연주회: 테너 민현기 & 바리톤 임창한 듀오 리사이틀, 국립타이난대학교 예술대학원 반주과 교수콘서트, 국립타이난대학교 예술대학원 반주과 교수콘서트",(유)깐따피아아트컴퍼니(Cantapia Art Company),서양음악(클래식),,https://www.facebook.com/gocantapia,AG011661
"판타지 재난뮤지컬, 1초, 선천적 얼간이들, 선천적 얼간이들",(유)네이버웹툰,뮤지컬,,,AG016618
"루돌프와 산타클로스 [부산], 집을 떠나며 [부산]",(유)뉴태양부동산중개법인,뮤지컬,,,AG014261
"SAC ON SCREEN, 늙은 부부 이야기 [경남], 늙은 부부 이야기 [부산 동래], 늙은 부부이야기 [용인]",(유)덕우기획,연극,,,AG008277
"쇼뮤지컬 어게인, 드림하이 [서울 (앵콜) ], 쇼뮤지컬 어게인, 드림하이 [서울 (앵콜) ], 쇼뮤지컬 어게인, 드림하이",(유)드림하이문화산업전문회사,뮤지컬,,,AG013256
"디어 에반 핸슨 (Musical Dear Evan Hansen) [서울], 디어 에반 핸슨 (Dear Evan Hansen) [부산], 디어 에반 핸슨 (Dear Evan Hansen)",(유)디어에반핸슨문화산업전문회사,뮤지컬,,,AG015391
"유브이 쇼 in 유브이 텔, 장윤정 라이브 콘서트 [부산], 스테이지 파이터 GALA SHOW: THE ORIGINALS [서울]",(유)디온커뮤니케이션,대중음악,02-1522-2274,,AG005964
"BEER FEST [광주], BEER FEST [광주]",(유)라온트리,대중음악,,,AG019621
"라이프 오브 파이 (LIFE OF PI) [부산], 라이프 오브 파이 (LIFE OF PI)",(유)라이프오브파이문화산업전문회사,뮤지컬,,,AG019968
"렛미플라이 [서울], 렛미플라이 [서울], 렛미플라이 [의성]",(유)렛미플라이,뮤지컬,,,AG011280
"갤러리롤랑: 썸머나잇 브리즈, Musica ex Machina: 기계장치의 음악, christmas Jazz Night",(유)롤랑(ROLLAND),대중음악,02-391-1928,,AG007641
"하모니 [전주], 하모니 [전주], 인어공주 [금정]",(유)뮤지컬 수 컴퍼니,뮤지컬,063-228-0356,,AG005517
"두들팝 [서울 광진], 두들팝 [서울 광진], 두들팝 [서울 광진]",(유)브러쉬씨어터,연극,00-1600-8534,https://www.brushtheatre.com/,AG004817
"사의 찬미 [대구], 사의 찬미 [안동], 사의 찬미 [포항]",(유)쇼앤텔플레이,연극,,,AG009121
"프란츠 슈베르트: 보이스 그리고 리스트, 프란츠 슈베르트: 보이스 그리고 리스트, 제이센틱 클래식 시리즈 CINQUE, 힐링이 있는 클래식 미니 콘서트",(유)아트홀제이,서양음악(클래식),010-4947-7748,http://arthallj.com/,AG005412
알라딘 [부산],(유)알라딘문화산업전문회사,뮤지컬,,,AG018805
"더 펜, 더 펜, 더 펜",(유)앤유컴퍼니,뮤지컬,,https://www.instagram.com/andyoucompany/,AG021195
"여자만세2 [대학로], 여자만세 [제주], ACC 수요극장, 여자만세",(유)여자만세,연극,,,AG008738
크리스마스 칸타타 [전주],(유)우리군민신문,복합,061-983-0365,http://www.yhnews.kr/,AG014699
"더 테이블 The Table, 장수상회 [광주], 장수상회 [성남]",(유)장수상회문전사,연극,02-929-1010,,AG004104
"GLOBAL CALLING: ELDER BROOK in SEOUL, GLOBAL CALLING: ELDER BROOK in SEOUL, SOUNDCLASH THURSDAY’S",(유)장영,대중음악,,https://www.instagram.com/lionseoul,AG021205
MusicBank Global Festival,(유)제3기뮤직뱅크월드투어문화산업전문회사,대중음악,,,AG014879
"제2회 인어스브라스앙상블 정기연주회, 성재창 트럼펫 리사이틀 [대구]",(유)지지티 동성기획,서양음악(클래식),,,AG009363
광한루원에 피어난 연희꽃,(유)청연,한국음악(국악),,https://www.instagram.com/cheongyeon_418/,AG021828
캣츠 내한공연 [대구],(유)캣츠문화산업전문회사,뮤지컬,,,AG022664
"캔들라이트: 히사이시 조 최고의 작품 [부산], 캔들라이트: 신카이 마코토 헌정 프로그램",(유)크세모스코리아(fever),서양음악(클래식),080-352-8774,https://feverup.com/ko/seoul,AG017119
"고영철 첼로 리사이틀, Cello in Blue [청주]",(유)키아프뮤직,서양음악(클래식),,,AG016558
"이무기는 방울방울 [광주], 이무기는 방울방울 [광주], 이무기는 방울방울 [광주]",(유)펀스토리,연극,010-5683-8412,https://fun-story.imweb.me/,AG016493
"호두까기 인형 [군산], 판타스틱 앨리스 [군산], 판타스틱 앨리스 [전주]",(유)포스댄스컴퍼니,무용(서양/한국무용),010-4808-3440,https://www.facebook.com/forcedancecompany/,AG003818
"마리슈 7주년 기념 단독공연: 일곱 번째 생일, 마리슈 7주년 기념 단독공연: 일곱 번째 생일, 마리슈 친목형 콜라보 콘서트: 마리슈와 친구들",(유)폰드,대중음악,,-,AG009698
"오버코트 [화성], 오버코트 [서울 성북], 오버코트 [서울 성북]",(유)햇살놀이터,연극,,,AG008763
"[패키지] 세월호 참사 12주기 4월 연극제: 노란 빛 사람들, 세월호 참사 12주기 4월 연극제, 노란 빛 사람들: 당신에게 죽음의 온도는 몇 도 인가요?, 세월호 참사 11주기 4월 연극제, 늙은 소년들의 왕국 [안산]",(재) 416재단(4.16재단),복합,031-405-0416,https://416foundation.org/?gclid=EAIaIQobChMI7aT_-rqb-wIV54NLBR1pGQAKEAAYASAAEgLdg_D_BwE,AG012691
"양인모 X 김치앤칩스, 다미앵 잘레 X 코헤이 나와, 프리즘, 네덜란드 댄스 시어터 (NDT1) , 필름 스크리닝: 미스트",(재) GS문화재단,복합,02-2005-0101,,AG018391
경기인디뮤직페스티벌,(재) 경기도콘텐츠진흥원​,대중음악,,https://www.gcon.or.kr/gcon/main/main.do,AG016979
"세월호 참사 11주기 4월 연극제, 이어도 사나 [안산]",(재) 경기문화재단 경기도미술관,연극,,http://www.gmoma.or.kr,AG018763
"경기인디뮤직페스티벌 (INMUFE), 경기인디뮤직페스티벌 (INMUFE), 경기인디뮤직페스티벌 [화성]",(재) 경기콘텐츠진흥원,복합,033-623-8052,,AG019311
"풍류365, 달빛풍류 [울산], 풍류365, 달빛풍류 [울산], 갈매기 똥 [울산]",(재) 고래문화재단(장생포문화창고),연극,,https://www.uwcf.or.kr/jspculturedepot/index_main,AG020686
"안동, 공주 자매도시 교류음악회: 베토벤 합창 교향곡, 환희의 송가 [안동], 공주, 안동 자매도시 교류음악회: 환희의 송가 [공주], 공주, 안동 자매도시 교류음악회: 환희의 송가 [공주]",(재) 공주문화관광재단(공주문예회관),복합,041-852-0858,https://www.gongjuacc.or.kr/base/main/view,AG006021
"그날들 [광주], 어쩌면 해피엔딩 [광주], 어쩌면 해피엔딩 [광주]",(재) 광주CBS,뮤지컬,062-376-8700,https://gjcbs.co.kr/,AG018656
"제3회 구미 페스티발 오케스트라 정기연주회: Carmen suite, 제4회 춤사랑 무용제 [구미]",(재) 구미문화재단,복합,,,AG017530
"국립극단, 스카팽 [화성], 국립극단, 안트로폴리스 Ⅲ: 오이디푸스, 국립극단, 안트로폴리스 Ⅲ: 오이디푸스",(재) 국립극단,연극,00-1644-2003,http://www.ntck.or.kr,AG001456
"브런치클래식 Ⅵ. 가을 그 쓸쓸함에 대하여 [군포], 브런치클래식 Ⅵ. 가을 그 쓸쓸함에 대하여 [군포], 제257회 상상극장 정기공연: 돌멩이찌개 [군포]",(재) 군포문화재단,무용(서양/한국무용),031-943-0410,https://www.gunpocf.or.kr/,AG019096
"GUNPO MUSICAL STATION 59.9 (군포 뮤지컬 스테이션 59.9) : 한국뮤지컬 EP.4 확장, GUNPO MUSICAL STATION 59.9 (군포 뮤지컬 스테이션 59.9) : 한국뮤지컬 EP.4 확장, GUNPO MUSICAL STATION 59.9 (군포 뮤지컬 스테이션 59.9) : 한국뮤지컬 EP.3 완성",(재) 군포문화재단(군포문화예술회관),복합,031-390-3521,http://www.gunpoart.net/,AG004597
"저녁의음악회, 마스터즈 온 첼로 [김해] (12월), 저녁의음악회, 마스터즈 온 첼로 [김해] (12월), 한웅원밴드 X 유태평양: 그루브 in 판소리 [김해]",(재) 김해문화관광재단,서양음악(클래식),,https://www.ghct.or.kr/home/main,AG016751
"머메이드 점핑 피날레, 머메이드 점핑 피날레",(재) 나르샤재단,복합,,http://narshasf.kr/,AG021985
"남양주문화재단 마티네 콘서트 시리즈, 11시 클래식 수다 with 장일범 (11월), 남양주문화재단 마티네 콘서트 시리즈, 11시 클래식 수다 with 장일범 (11월), 남양주문화재단 마티네 콘서트 시리즈, 11시 클래식 수다 with 장일범 (11월)",(재) 남양주문화재단,복합,031-511-6950,https://www.nyjcf.or.kr/,AG020832
넥센그룹 강병중 회장 헌정음악회 [부산],(재) 넥센월석문화재단(NEXEN월석문화재단),복합,,http://www.nexencorp.com/new/kor/fam/nexenculture.php,AG020386
"그놈은 예뻤다 [대구], 그놈은 예뻤다 [대구], 그놈은 예뻤다 [대구]",(재) 대구광역시 동구문화재단(아양아트센터),복합,053-230-3307,https://www.dgdgcf.or.kr/,AG006040
"올리버 케른 피아노 리사이틀 Oliver Kern Piano Recital: Fantasies and Dances, 김채은 플루트 리사이틀 (Flutist Evelyn Chayeun Kim) : Dreams & Fantasies, 김채은 플루트 리사이틀 (Flutist Evelyn Chayeun Kim) : Dreams & Fantasies",(재) 도은,복합,,https://www.doeunfoundation.com/,AG020859
"리: 바운드 축제, 퓨전 심청전, 리: 바운드 축제, HIPULSE, 리: 바운드 축제, 봉천내사람들: 만두전성시대",(재) 동작문화재단,서커스/마술,,https://www.idfac.or.kr/,AG019480
"스페니쉬 브라스, 러 메탈스 초청 연주회 [강원 동해]",(재) 동해문화관광재단,서양음악(클래식),,http://dctf.or.kr,AG021095
"블러썸 청소년 음악제 본선경연, 블러썸 청소년 음악제 본선경연, LOVE FNC COUNTDOWN",(재) 러브에프엔씨(LOVE FNC),대중음악,02-515-5025,https://www.lovefnc.or.kr/,AG018053
"일본민주음악협회 교류공연, 한일교류 음악회",(재) 민주음악협회,한국음악(국악),,,AG015786
"국악그룹 뜨락, 송상현의 붉은충절 [부산], 국악그룹 뜨락, 송상현의 붉은충절 [부산], 솔리튜드 월 (SOLITUDE WALL) [부산]",(재) 부산진문화재단,대중무용,051-806-0016,http://www.bsjincf.or.kr/main.php,AG016905
"국악그룹 뜨락, 송상현의 붉은충절 [부산], 솔리튜드 월 (SOLITUDE WALL) [부산], 라틴재즈밴드 겟츠의 LATIN FIESTA [부산]",(재) 부산진문화재단(백양문화예술회관),복합,051-806-0016,https://byartscenter.or.kr/,AG022056
"카이로스댄스컴퍼니, 춤추는 카르멘 [진천], 왕들의 귀환, 대가들의 수다 [진천], 왕들의 귀환, 대가들의 수다 [진천]",(재) 생거진천문화재단,서양음악(클래식),,https://jinculture.or.kr/index.php,AG022120
"나의 이야기 극장, 청년 마음공감 극장, 우리는 사랑할 수 있을까",(재) 생명보험사회공헌재단,연극,,https://www.lif.or.kr/home/main.php,AG020452
"서울스프링페스티벌 원더쇼 (WONDER SHOW), 서울스프링페스티벌 원더쇼 (WONDER SHOW), 서울 스프링 페스타 WONDER SHOW",(재) 서울관광재단,복합,02-3788-0800,https://www.sto.or.kr/,AG018497
"노들노을스테이지 in 라이브하우스, 노들인디션 VOL.7 잭킹콩 단독공연: Peace of mind, 노들인디션 VOL.6 전자양 단독공연: 합주와 생활",(재) 서울문화재단(노들섬 복합문화공간),복합,02-749-4500,https://nodeul.org/,AG018528
"서울 커넥트 스테이지 ON, 연극, 서울 커넥트 스테이지 ON, 연극, 서울 커넥트 스테이지 ON, 무용",(재) 서울문화재단(청년예술청(SAPY)),복합,,https://www.sapy.kr/,AG022472
"서울시향 한누 린투의 프로코피예프: 로미오와 줄리엣, 서울시향 한누 린투의 프로코피예프: 로미오와 줄리엣, 서울시향 한누 린투의 프로코피예프: 로미오와 줄리엣",(재) 서울시립교향악단,서양음악(클래식),00-1588-1210,http://www.seoulphil.or.kr,AG000840
"어머니 손끝에서 피어나는 삶의소리: 苧産八邑 (저산팔읍) 길쌈놀이 [예산], 서천 무장애 향유주간 공연, 선물 같은 일주일, 서천 무장애 향유주간 공연, 선물 같은 일주일",(재) 서천문화관광재단,복합,041-957-9030,https://www.seocheonctf.or.kr/index.do,AG021150
"광복80주년 기념 공동기획, 안녕 간토 [제주], 안녕 간토",(재) 성프란치스코평화센터,서양음악(클래식),064-739-0951,http://www.stfpc.org/,AG019576
"더 드레서 [세종], 더 드레서 [세종], 디깅라이브세종, EP.23 우희준 [세종]",(재) 세종시문화관광재단(세종문화예술회관),서양음악(클래식),044-850-0599,http://www.sjcf.or.kr/,AG004681
"소리율 아카데미 콘서트, 제2회 소리율챔버앙상블 정기연주회",(재) 소리율(소리율챔버앙상블),서양음악(클래식),010-7416-7455,,AG014881
"라틴 키친 루나의 연말 재즈 콘서트: 크리스마스 멜로디 [수원], 라틴 키친 루나의 연말 재즈 콘서트: 크리스마스 멜로디 [수원], 김준수: 수궁 [수원]",(재) 수원문화재단(수원SK아트리움),복합,031-290-3600,http://www.swcf.or.kr/,AG004269
"순천문화재단 출범기념 송년음악회, 순천문화재단 출범기념 송년음악회",(재) 순천문화재단,복합,061-746-2900,http://www.cfsc.or.kr/,AG007651
개교122주년 신명 열린 음악회 및 제11회 윈드오케스트라 정기연주회,(재) 신명총동창회 장학회,서양음악(클래식),,,AG018110
"제6회 S Classic Week 4th: 사람의 조화, 제6회 S Classic Week, 1st. 악기의 조화: 편견 없는 선율, 신한음악상과 함께하는 S-Classic Week, Day1. Spring",(재) 신한금융희망재단,서양음악(클래식),,https://www.shinhanfoundation.or.kr/,AG019527
"유은서 피아노 리사이틀, C&M 콘서트시리즈 II: 최송하 바이올린 리사이틀, C&M 콘서트시리즈 II: 최송하 바이올린 리사이틀",(재) 씨앤엠문화재단,서양음악(클래식),,,AG018165
"요셉: 너를 향한 계획, 컨츄리 씨스터즈 [서울 동작], 마크 (Mark)",(재) 씨티에스문화재단(CTS문화재단),서양음악(클래식),02-6333-0120,http://www.ctscf.or.kr/,AG020503
이희문의 잡가잡담: 열흘한옥,(재) 아름지기,한국음악(국악),,https://arumjigi.org/,AG022001
충주본색: 국악ON쉼,(재) 아침편지문화재단,복합,043-723-2033,https://www.godowon.com/,AG019521
"신현필x고희안, 디어 모차르트 [안양], 신현필x고희안, 디어 모차르트 [안양], 조수미 세계무대 데뷔 40주년 기념 공연: Continuum [안양]",(재) 안양문화예술재단(안양아트센터),복합,031-687-0500,http://www.ayac.or.kr/main/main.asp,AG004191
서울 비르투오지 & 대전 MBC 청소년 오케스트라: 음악으로 이어지는 세대의 하모니,(재) 액트,서양음악(클래식),010-4327-1238,https://www.act-korea.org/,AG021863
"그놈은 예뻤다 [양구], 어린이를 위한 문화공연지원: 여름방학 문화여행을 떠나자! [양구], 모차르트의 마법 바이올린 [양구]",(재) 양구문화재단,뮤지컬,033-482-9612,http://www.ygcf.or.kr/#footerArea,AG017221
