fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
베아오페라음악예술원,FC003427,1,민간(대학로 외),,0,02-303-1203,https://veacollege.modoo.at,서울특별시 서초구 강남대로 263 (서초동),37.486921000000000,127.03239580000000,N,N,N,N,N,N,N,N,N,N,
베어홀(Bear Hall),FC001439,1,민간(대학로 외),2011,202,02-2059-1697,https://www.daewoongholdings.com/bear_hall/about/location.web,서울특별시 강남구 봉은사로 644 (삼성동),37.514870100000000,127.06569690000000,N,Y,N,N,N,N,N,N,N,Y,
베이스먼트원(VASSMENTONE),FC003019,1,민간(대학로 외),,0,,https://www.vassment.com/,서울특별시 강남구 선릉로 837(신사동),37.526857400000000,127.04010490000000,N,N,N,N,N,N,N,N,N,N,
베짱이홀,FC001838,1,민간(대학로 외),2013,200,02-322-4241,http://bezzang-e.com/,서울특별시 마포구 독막로15길 3-12 (상수동),37.548418500000000,126.92151160000003,N,N,N,N,N,N,N,N,N,N,
베톤부르트 (BETON BRUT),FC002855,1,기타(비공연장),,40,,,서울특별시 용산구 보광로60길 17(이태원동),37.534166900000000,126.99517150000000,N,N,N,N,N,N,N,N,N,N,
벡스코 (BEXCO),FC001345,5,공공(기타),2012,40002,051-740-7300,http://www.bexco.co.kr/audi/Contents.do?mCode=MN0001,부산광역시 해운대구 APEC로 55,35.167922900000000,129.13569740000003,Y,Y,Y,N,Y,Y,N,N,N,Y,
벨그라데 스튜디오(Belgrade Studio),FC002401,1,기타(비공연장),,30,010-8640-8672,,서울특별시 광진구 자양로6길 26 (자양동),37.532381100000000,127.08736100000000,N,N,N,N,N,N,N,N,N,N,
벨로주 [망원],FC002027,1,민간(대학로 외),2018,65,02-323-7798,http://www.veloso.co.kr/,서울특별시 마포구 포은로 117 (망원동),37.557418800000000,126.90426640000000,N,Y,N,N,N,N,N,N,N,N,
벨롱,FC002060,1,기타(비공연장),2014,70,070-8242-1899,http://www.bellon.co.kr/,제주특별자치도 제주시 구좌읍 해맞이해안로 1652 (하도리),33.528344700000000,126.87945610000000,N,Y,N,N,N,N,N,N,N,Y,
벨지움 재즈카페,FC002892,1,기타(비공연장),,0,02-555-3371,,서울특별시 강남구 테헤란로83길 20(삼성동),37.508797100000000,127.05763990000000,Y,Y,N,N,N,N,N,N,N,Y,
벨포레 리조트,FC004321,2,민간(대학로 외),,300,043-926-1160,,충청북도 증평군 도안면 벨포레길 346,36.845405600000000,127.58272430000000,N,N,N,N,N,N,N,N,N,N,
별별극장,FC002642,1,민간(대학로 외),2020,70,02-3679-5679,https://blog.naver.com/theater_byulbyul,경기도 과천시 새술막길 10-13 (중앙동),37.428679300000000,126.99095870000000,N,N,N,N,N,N,N,N,N,N,
별별마당 우금치,FC003225,1,민간(대학로 외),2015,100,,https://linktr.ee/wukumchi1990,대전광역시 중구 중앙로112번길 15(대흥동),36.326723600000000,127.42303610000000,N,N,N,N,N,N,N,N,N,N,
별빛극장 [남양주],FC003044,1,민간(대학로 외),,0,02-821-1084,,경기도 남양주시 별내중앙로 30(별내동),37.645918500000000,127.12568800000000,N,N,N,N,N,N,N,N,N,N,
별빛도서관,FC002266,1,공공(기타),2016,233,031-590-5349,https://lib.nyj.go.kr/bbit/index.jsp,경기도 남양주시 별내중앙로 102 (별내동),37.653151800000000,127.11840730000000,N,N,Y,N,Y,Y,Y,Y,N,Y,
별빛소극장,FC002746,1,민간(대학로 외),,110,02-2088-2850,https://blog.naver.com/gaecheon20,서울특별시 마포구 와우산로 117 (서교동),37.553428600000000,126.92644850000000,Y,N,N,N,N,N,N,N,N,N,
병산서원,FC002835,1,기타(비공연장),,0,054-853-0109,http://www.byeongsan.net/,경상북도 안동시 풍천면 병산길 386,36.540302300000000,128.55278750000000,N,N,N,N,N,N,N,N,N,N,
보개바람 [안성],FC004342,1,민간(대학로 외),,50,,,경기도 안성시 보개면 불현길 10,37.026099100000000,127.28745490000000,N,N,N,N,N,N,N,N,N,N,
보광극장,FC002625,1,민간(대학로 외),2017,30,010-6246-2449,https://bktheater.modoo.at/,서울특별시 용산구 장문로19길 4 (보광동),37.526098900000000,126.99776280000000,N,N,N,N,N,N,N,N,N,Y,
보노마루,FC002766,1,공공(기타),,151,031-481-0571,https://blog.naver.com/cityansan/222155306418,경기도 안산시 상록구 본오로 182 (본오동),37.301279500000000,126.86732180000000,N,N,N,N,N,N,N,N,N,Y,
보라 아트홀(구. 지구인아트홀),FC001250,1,민간(대학로),2014,170,02-745-3641,,서울특별시 종로구 창경궁로 260 (명륜2가),37.584384800000000,127.00051899999994,N,Y,N,N,N,N,N,N,N,N,
보라동성당,FC004600,1,기타(비공연장),,0,,,경기도 용인시 기흥구 민속촌로11번길 13 (보라동),37.255966000000000,127.10660200000000,N,N,N,N,N,N,N,N,N,N,
보령개화예술공원,FC003261,2,기타(비공연장),,264,041-931-6789,http://www.gaehwapark.co.kr/default/,충청남도 보령시 성주면 성주산로 673-47,36.313933500000000,126.65808540000000,Y,Y,N,N,N,N,N,N,N,Y,
보령문화예술회관,FC000426,2,공공(문예회관),2002,887,,https://www.brcn.go.kr/art.do,충청남도 보령시 성주산로 101 (명천동),36.333817200000000,126.61456599999997,N,N,N,N,N,Y,Y,N,N,Y,
보령문화의전당,FC001867,1,공공(기타),2013,229,041-930-3433,https://www.brcn.go.kr/culture/,충청남도 보령시 대흥로 63 (대천동),36.364963000000000,126.59509400000002,N,Y,N,N,Y,N,N,N,N,Y,
보령종합체육관,FC003445,1,공공(기타),,2742,,,충청남도 보령시 남포면 보령남로 339,36.315006100000000,126.60384310000000,N,N,N,N,N,N,N,N,N,N,
보림인형극장,FC001620,1,민간(대학로 외),2010,200,031-955-3456,http://www.borimtheater.com/home/index.php,경기도 파주시 광인사길 88 (문발동) 보림출판사,37.711528200000000,126.68613329999994,N,Y,N,N,N,Y,N,N,N,Y,
보문산 숲속공연장,FC003102,1,민간(대학로 외),,0,,,대전광역시 중구 보문산공원로 426(대사동),36.306430400000000,127.42311900000000,N,N,N,N,N,N,N,N,N,N,
보성군문화예술회관,FC001398,1,공공(문예회관),2015,497,061-850-8660,http://www.boseong.go.kr/art,전라남도 보성군 보성읍 송재로 281-9,34.777802300000000,127.08806579999998,N,N,N,N,Y,Y,Y,Y,Y,Y,
보수동책방골목,FC003314,1,기타(비공연장),,0,,,부산광역시 중구 대청로 67-1(보수동1가),35.103172000000000,129.02728600000000,N,N,N,N,N,N,N,N,N,N,
보엠스튜디오,FC004066,2,기타(비공연장),,0,,,경기도 과천시 중앙로 487 (과천동),37.454931800000000,127.00555930000000,N,N,N,N,N,N,N,N,N,N,
보은문화예술회관,FC000758,1,공공(문예회관),1994,765,043-540-3755,,충청북도 보은군 보은읍 뱃들로 54,36.486898000000000,127.72381810000002,N,N,N,N,N,Y,N,Y,N,Y,
보틀라운지,FC003534,1,민간(대학로 외),,10,02-3144-0703,,서울특별시 서대문구 홍연길 26 (연희동),37.575166400000000,126.92848920000000,N,N,N,N,N,N,N,N,N,N,
보헤미안 소극장,FC002045,1,민간(대학로 외),2014,100,010-4605-0334,http://cafe.daum.net/bOHEmiAN,광주광역시 동구 문화전당로 43 (광산동),35.146307900000000,126.91854740000000,N,N,N,N,N,N,N,N,N,N,
복사골문화센터,FC000564,2,공공(문예회관),1998,712,032-320-6300,http://www.bcf.or.kr/coro/conc/conctour/concerttourList3.act,경기도 부천시 장말로 107 (상동),37.494790000000000,126.75404900000001,N,Y,N,Y,N,N,N,N,N,Y,
복합공간 우리누리아트홀,FC003430,1,민간(대학로 외),,100,,https://woorinuriart.modoo.at/,서울특별시 관악구 관악로 105 (봉천동),37.474607500000000,126.95261310000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간 CT홀 [상주],FC002496,1,민간(대학로 외),2015,100,,https://www.facebook.com/pages/%EC%83%81%EC%A3%BCCt%ED%99%80/1593548940886555,경상북도 상주시 왕산로 155 (남성동),36.412449300000000,128.16219550000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간 누룸,FC002046,1,민간(대학로 외),2018,35,010-7265-7006,https://hourplace.co.kr/place/26251,서울특별시 마포구 동교로 181-6 (동교동),37.557071100000000,126.92156010000000,N,N,N,N,N,N,N,N,N,Y,
복합문화공간 모나무르,FC002933,1,민간(대학로 외),,0,041-582-1004,,충청남도 아산시 순천향로 624(장존동),36.750740600000000,126.99229180000000,N,N,N,N,N,N,N,N,N,Y,
복합문화공간 몽향,FC002379,1,민간(대학로 외),2018,100,070-4121-7580,https://www.instagram.com/studio_monghyang/,서울특별시 서대문구 연세로5다길 10 (창천동),37.556527900000000,126.93502400000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간 미인도,FC002583,1,민간(대학로 외),2015,50,070-8644-8120,https://www.facebook.com/miarigoga,서울특별시 성북구 동소문로28길 36 (동선동3가),37.595488500000000,127.02059950000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간 사유,FC002761,1,민간(대학로 외),2017,140,02-2289-9050,https://www.instagram.com/sayoo.kr/?hl=ko,서울특별시 용산구 이태원로54길 5 (한남동),37.538051900000000,127.00193990000000,N,Y,N,N,N,N,N,N,Y,N,
복합문화공간 여수살롱,FC004924,1,민간(대학로 외),,0,,,전라남도 여수시 둔덕4길 12-16 (둔덕동),34.768055000000000,127.70120400000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간 플랜에이,FC004343,1,민간(대학로 외),2014,150,070-4229-8196,https://blog.naver.com/plan-a2021,대전광역시 유성구 엑스포로97번길 40 (도룡동),36.376343400000000,127.39046620000000,N,N,N,N,N,N,N,N,N,N,
복합문화공간에무,FC001645,4,민간(대학로 외),2010,253,02-730-5516,http://www.emuartspace.com/bbs/m/main.php?type=main&ep=ep205032292582d223ceaa81&gp=all#,서울특별시 종로구 경희궁1가길 7 (신문로2가),37.572034300000000,126.96898480000004,N,Y,N,N,N,Y,N,N,N,Y,
복합한옥공간 곳,FC002682,1,기타(비공연장),,0,070-8288-1289,https://www.theplaceseoul.com/,서울특별시 종로구 계동길 52-11 (계동),37.579700500000000,126.98734350000000,N,N,N,N,N,N,N,N,N,N,
본 아카데미,FC004187,1,민간(대학로 외),,225,02-6908-6360,https://www.bongroup.co.kr/bon-business/space-rental/,서울특별시 영등포구 선유로 165 (양평동3가),37.528595800000000,126.89150780000000,N,N,N,N,N,N,N,N,N,N,
본 이데 블룸,FC003349,1,기타(비공연장),,0,010-3805-4685,-,서울특별시 강남구 언주로126길 13(논현동),37.513733200000000,127.03656460000000,N,N,N,N,N,N,N,N,N,N,
볼레로,FC004400,1,기타(비공연장),,0,,https://www.instagram.com/boleroseoul,서울특별시 용산구 이태원로 220 (한남동),37.534814500000000,126.99848130000000,N,N,N,N,N,N,N,N,N,N,
봄날아트홀 (구. 아리랑소극장),FC000453,2,민간(대학로),1996,370,070-8639-7883,,서울특별시 종로구 동숭길 39 (동숭동),37.579951700000000,127.00425100000007,Y,Y,N,N,N,N,N,N,N,N,
봄내극장,FC000394,1,민간(대학로 외),2003,95,010-7273-8047,http://citf.or.kr/,강원도 춘천시 서부대성로 71 (옥천동),37.882470100000000,127.73133299999995,N,N,N,N,N,N,N,N,N,Y,
봉산문화회관,FC000200,2,공공(문예회관),2004,504,053-661-3500,http://www.bongsanart.org/main/main.html,대구광역시 중구 봉산문화길 77 (봉산동),35.863136700000000,128.59656180000002,N,N,N,N,N,N,Y,N,N,Y,
봉평달빛극장,FC002497,1,민간(대학로 외),2004,400,033-335-3061,,강원도 평창군 봉평면 보래령로 328,37.641731700000000,128.39485630000000,N,Y,N,N,N,N,N,N,N,Y,
봉화군민회관,FC002498,1,공공(기타),1989,1152,054-679-6356,http://www.bonghwa.go.kr/open.content/facility/sports/county/,경상북도 봉화군 봉화읍 내성로4길 6-44,36.888325100000000,128.74289340000000,N,N,N,N,N,Y,N,Y,N,Y,
봉황예술극장,FC003716,1,민간(대학로 외),,40,,https://www.instagram.com/bonghwang_arts_theater/,경상남도 김해시 가야의길 16 (봉황동),35.227329400000000,128.87524600000000,N,N,N,N,N,N,N,N,N,N,
부개문화사랑방,FC001276,1,공공(기타),2008,592,032-505-5995,http://www.bpcf.or.kr/,인천광역시 부평구 동수로162번길 11 (부개동),37.510697000000000,126.72569820000001,N,N,N,N,N,Y,N,N,N,Y,
부개사거리소극장,FC003409,1,민간(대학로 외),,0,,,인천광역시 부평구 경인로 1075 (부개동),37.486657800000000,126.73950930000000,N,N,N,N,N,N,N,N,N,N,
부드러운 직선,FC002298,1,민간(대학로 외),,50,062-265-4011,https://www.facebook.com/Club.BooJik,광주광역시 북구 호동로 22-1 (중흥동),35.174893000000000,126.91495330000000,N,N,N,N,N,N,N,N,N,Y,
부띠크 모나코 뮤지엄,FC003353,1,기타(비공연장),,0,02-535-5844,https://www.bmmuseum.net/,서울특별시 서초구 서초대로 397(서초동),37.497434100000000,127.02451680000000,N,N,N,N,N,N,N,N,N,Y,
부산 디자인센터(디자인진흥원),FC002157,2,공공(기타),2007,345,051-790-1000,http://www.dcb.or.kr/,부산광역시 해운대구 센텀동로 57 (우동),35.174039700000000,129.12939470000000,N,N,N,N,N,Y,Y,Y,Y,Y,
부산 종합운동장,FC001725,3,공공(기타),2001,71313,051-500-2123,http://www.busan.go.kr/health/complexmain,부산광역시 연제구 월드컵대로 344 (거제동),35.190426600000000,129.05808030000003,N,N,N,N,N,Y,Y,Y,Y,Y,
부산 춤 공간 Shin(신),FC001737,1,민간(대학로 외),2014,81,051-626-3037,https://blog.naver.com/shineunju14,부산광역시 부산진구 범일로 148 (범천동),35.143163700000000,129.05968280000002,N,N,N,N,N,N,N,N,N,N,
부산가톨릭대학교,FC004654,1,민간(대학로 외),,400,,,부산광역시 금정구 기찰로102번길 56-7 (부곡동),35.241327000000000,129.09738000000000,N,N,N,N,N,N,N,N,N,N,
부산가톨릭센터,FC000274,1,민간(대학로 외),1982,156,051-462-1870,http://www.bccenter.or.kr/,부산광역시 중구 중구로 71 (대청동4가),35.104268200000000,129.02854819999993,N,N,N,N,N,N,Y,N,Y,Y,
부산국제여객터미널,FC002151,2,기타(비공연장),,0,051-400-1250,,부산광역시 동구 충장대로 206 (초량동),35.119030200000000,129.04953340000000,N,N,N,N,N,Y,Y,Y,N,Y,
부산극동방송,FC004594,1,민간(대학로 외),,0,,https://busan.febc.net/,부산광역시 해운대구 센텀중앙로 105 (재송동),35.175907000000000,129.12443400000000,N,N,N,N,N,N,N,N,N,N,
부산메트로홀 (구. AN아트홀 광안),FC001200,1,민간(대학로 외),2008,180,00-1600-0316,https://playthebusan.modoo.at/,부산광역시 수영구 광안로 4 (광안동),35.157435300000000,129.11533269999995,N,N,N,N,N,N,Y,Y,Y,N,
부산문화회관,FC000167,4,공공(문예회관),1988,2926,051-607-6000,http://culture.busan.go.kr/Main.bs,부산광역시 남구 유엔평화로76번길 1 (대연동),35.127275000000000,129.09361390000004,N,N,N,Y,Y,Y,Y,Y,Y,Y,
부산민속예술관,FC004161,1,민간(대학로 외),,0,,https://www.busanminsok.or.kr/,부산광역시 동래구 우장춘로 195-46 (온천동),35.222595300000000,129.07542050000000,N,N,N,N,N,N,N,N,N,N,
부산민주공원 공연장,FC000853,2,공공(문예회관),1999,535,051-790-7408,http://www.demopark.or.kr/main/main.asp,부산광역시 중구 민주공원길 19 (영주동),35.110071800000000,129.02807269999994,Y,N,N,N,N,N,N,N,Y,Y,
부산북구문화예술회관 (구.북구문화빙상센터),FC000827,1,공공(문예회관),2005,341,051-309-4087,http://culture-ice.bsbukgu.go.kr/index.bsbukgu,부산광역시 북구 금곡대로46번길 50 (덕천동),35.213449100000000,129.00546810000003,Y,N,Y,N,N,Y,N,N,N,Y,
부산사직실내체육관,FC002616,1,기타(비공연장),1985,14099,051-500-2121,https://www.busan.go.kr/depart/culture0501010106,부산광역시 동래구 사직로 55-32 (사직동),35.192312100000000,129.06068090000000,N,N,N,N,N,N,N,N,N,Y,
부산시민공원,FC004077,1,민간(대학로 외),2014,80,051-850-6000,https://citizenpark.or.kr/main.asp,부산광역시 부산진구 시민공원로 73 (범전동),35.165455100000000,129.05585370000000,N,N,N,N,N,N,N,N,N,N,
부산시민회관,FC000497,5,공공(문예회관),2009,1991,051-630-5200,http://www.bscc.or.kr/citizen/06_intro/?mcode=1006050100,부산광역시 동구 자성로133번길 16 (범일동),35.138781000000000,129.06525499999998,Y,Y,N,Y,Y,Y,N,Y,N,Y,
부산아시아드 경기장,FC002844,2,기타(비공연장),2001,58318,051-500-2123,https://www.busan.go.kr/health/complexsub,부산광역시 연제구 월드컵대로 344(거제동),35.189979900000000,129.05664880000000,N,N,N,N,N,N,N,N,N,Y,
부산영화체험박물관,FC004163,1,기타(비공연장),,210,051-715-4200,https://busanbom.kr/,부산광역시 중구 대청로126번길 12 (동광동3가),35.101692300000000,129.03359200000000,N,N,N,Y,N,N,N,N,N,Y,
부산예술대학교 원곡예술관,FC001466,1,민간(대학로 외),1998,594,051-628-3990,http://www.busanarts.ac.kr/page/main/index.php,부산광역시 남구 못골번영로71번길 74 - 0 부산예술대학,35.142417900000000,129.08428709999998,N,N,N,N,N,N,N,N,N,N,
부산예술회관,FC000257,1,공공(문예회관),2011,240,051-612-1372,http://www.bsart.or.kr/html/comm/main.asp,부산광역시 남구 용소로 78 (대연동),35.130727500000000,129.10258479999993,N,Y,N,N,N,N,Y,Y,N,Y,
부산은행 본점,FC002405,1,민간(대학로 외),,0,051-661-4000,https://www.busanbank.co.kr/ib20/mnu/BHP00001,부산광역시 남구 문현금융로 30 (문현동),35.145472100000000,129.06577140000000,N,N,N,N,N,N,N,N,N,Y,
부산콘서트홀,FC004296,2,공공(문예회관),2025,2411,051-640-8888,https://classicbusan.busan.go.kr/,부산광역시 부산진구 동평로 250 (연지동),35.169372800000000,129.05425320000000,N,N,N,N,N,Y,Y,N,N,Y,
부산학생교육문화회관,FC003486,1,공공(문예회관),2000,714,051-605-5135,https://home.pen.go.kr/becs/main.do,부산광역시 부산진구 성지곡로 15 (초읍동),35.184095700000000,129.04667080000000,N,N,N,N,N,Y,Y,N,N,Y,
부산학생예술문화회관,FC001402,2,공공(기타),2013,1131,,http://www.bacs.go.kr/main/main.php,부산광역시 북구 낙동북로 737-1 (구포동),35.200139600000000,128.99989089999997,N,N,N,N,N,Y,Y,Y,Y,Y,
부산항국제전시컨벤션센터,FC002597,2,공공(기타),2017,1840,051-400-1280,https://www.bpex.co.kr/index.nm,부산광역시 동구 충장대로 206 (초량동),35.102895600000000,129.04147130000000,Y,Y,Y,N,Y,N,N,N,Y,Y,
부안예술회관,FC000455,1,공공(문예회관),2001,499,063-580-3929,,전라북도 부안군 부안읍 예술회관길 11,35.724391900000000,126.72539059999997,N,N,N,N,N,N,N,N,N,Y,
부암동 제비꽃다방,FC004173,1,기타(비공연장),,0,,,서울특별시 종로구 창의문로 146 (부암동),37.592945000000000,126.96447380000000,N,N,N,N,N,N,Y,N,N,N,
부암아트홀,FC000738,2,민간(대학로 외),1995,160,02-391-9631,,서울특별시 종로구 자하문로 242 (부암동),37.595711000000000,126.96407430000000,Y,N,N,N,N,N,N,N,N,Y,
부에나비스타,FC004031,1,기타(비공연장),,0,,,경상남도 진주시 강변길9번길 11 (호탄동),35.164124800000000,128.10973880000000,N,N,N,N,N,N,N,N,N,N,
부여국악의전당,FC000428,1,공공(문예회관),2005,165,041-832-4874,,충청남도 부여군 규암면 백제문로 388,36.304602000000000,126.89955920000000,N,N,N,N,N,N,N,N,N,N,
부천문화원 솔안아트홀,FC003516,1,민간(대학로 외),,247,,http://www.bucheonculture.or.kr/file/menu1/menu6.html,경기도 부천시 경인로92번길 33 (송내동),37.482504900000000,126.76655800000000,N,N,N,N,N,N,N,N,N,N,
부천소극장,FC003399,1,민간(대학로 외),,0,,,경기도 부천시 중동로254번길 87 (중동),37.501957600000000,126.77390040000000,N,N,N,N,N,N,N,N,N,N,
부천시민회관,FC000122,4,공공(문예회관),1988,1255,032-320-6300,http://www.bcf.or.kr/,경기도 부천시 원미구 부일로 365 (중동),37.488632500000000,126.77065820000000,N,N,N,N,N,Y,Y,Y,N,Y,
부천시청,FC003630,3,공공(기타),,685,032-320-3000,http://www.bucheon.go.kr/,경기도 부천시 길주로 210 (중동),37.503581000000000,126.76533720000000,N,N,N,N,N,N,N,N,N,N,
부천실내체육관,FC001911,1,공공(기타),1997,5403,032-340-0785,,경기도 부천시 석천로 293 (중동),37.513411000000000,126.76326189999997,N,Y,N,N,N,Y,Y,N,N,Y,
부천아트센터,FC003150,2,공공(기타),2023,1749,00-1533-0202,https://www.bac.or.kr/home/ko/main,경기도 부천시 소향로 165(중동),37.502164100000000,126.76639810000000,N,N,N,N,N,N,N,N,N,N,
부천종합운동장,FC002148,1,공공(기타),2001,34456,032-340-0872,https://www.best.or.kr/fmcs/304,경기도 부천시 소사로 482 (춘의동),37.503150700000000,126.79893190000000,Y,Y,Y,N,N,Y,Y,Y,N,Y,
부평구청소년수련관,FC004902,1,공공(기타),,400,,https://portal.icbp.go.kr/bpy/,인천광역시 부평구 체육관로 76 (삼산동),37.508290000000000,126.74027700000000,N,N,N,N,N,N,N,N,N,N,
부평문화사랑방,FC001796,1,공공(기타),2003,126,032-505-5995,https://www.bpcf.or.kr/facility/culturelove/introduce.asp,인천광역시 부평구 주부토로 173 (갈산동),37.510697000000000,126.72569820000001,N,N,N,N,N,Y,Y,N,N,Y,
부평아트센터,FC000216,2,공공(문예회관),2010,1191,032-500-2000,http://www.bpart.kr/,인천광역시 부평구 아트센터로 166 (십정동),37.481922900000000,126.70491510000000,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
북극곰소극장(구.아뮤스소극장),FC001814,1,민간(대학로),2019,37,010-4293-5155,https://bookbear23.modoo.at/,서울특별시 종로구 이화장1길 24 (이화동),37.577369400000000,127.00575709999998,N,N,N,N,N,N,Y,N,N,N,
북극서점,FC003110,1,기타(비공연장),,0,070-7533-4733,,인천광역시 부평구 장제로221번길 27(부평동),37.505317000000000,126.72934000000000,N,N,N,N,N,N,N,N,N,N,
북문누리아트홀,FC003997,1,민간(대학로 외),,90,,https://cwkicket.modoo.at/,충청북도 청주시 상당구 상당로143번길 49 (영동),36.640732200000000,127.48699510000000,N,N,N,N,Y,N,N,N,N,N,
북살롱벗,FC003023,1,민간(대학로 외),,0,,,경기도 용인시 기흥구 신촌로73번길 5-1(보정동),37.307025500000000,127.11268850000000,N,N,N,N,N,N,N,N,N,N,
북쌔즈 복합문화공간,FC001850,1,민간(대학로 외),2018,100,02-501-8804,http://booksays.co.kr/,서울특별시 강남구 테헤란로 311 (역삼동),37.503749700000000,127.04483559999994,Y,Y,N,N,N,N,N,N,N,Y,
북아현아트홀,FC002894,1,공공(기타),2021,206,02-360-8663,https://www.sscmc.or.kr/culture3/,서울특별시 서대문구 북아현로 51(북아현동),37.561839800000000,126.95543830000000,N,N,N,N,N,Y,N,N,N,Y,
북촌나래홀,FC000558,1,민간(대학로 외),2010,200,02-988-2258,,서울특별시 종로구 창덕궁길 29 - 38,37.578850246579300,126.98844817696900,N,N,N,N,N,N,N,N,N,N,
북촌아트홀,FC000461,1,민간(대학로 외),2010,160,02-988-2258,http://www.bukchonarthall.co.kr/main.php,서울특별시 종로구 창덕궁길 29-4 (원서동),37.578868600000000,126.98897360000001,N,N,N,N,N,N,N,N,N,N,
북촌창우극장,FC001066,1,민간(대학로 외),1993,100,02-747-3809,https://bcchangwoo.modoo.at/,서울특별시 종로구 창덕궁길 29-6 (원서동),37.578867500000000,126.98884450000003,N,N,N,N,N,N,N,N,N,N,
북한강야외공연장,FC001748,1,공공(기타),2008,1170,031-592-2157,,경기도 남양주시 화도읍 북한강로 1554,37.647542100000000,127.36571950000007,N,N,N,N,N,Y,Y,Y,N,Y,
북항친수공원,FC003983,1,공공(기타),,0,051-519-3500,https://www.bisco.or.kr/northportwaterfrontpark/,부산광역시 동구 이순신대로 164 (초량동),35.114404100000000,129.04641930000000,N,N,N,N,N,N,N,N,N,Y,
분당서현청소년수련관,FC000378,1,공공(기타),2003,122,031-729-9400,http://www.uth.or.kr/,경기도 성남시 분당구 불정로386번길 38 (서현동),37.372150400000000,127.13988569999992,N,N,N,N,N,Y,Y,Y,Y,Y,
분당소극장,FC001318,1,민간(대학로 외),2013,153,070-4112-6478,http://cafe.naver.com/153bdc,"경기도 성남시 분당구 안골로 12-6 (서현동, 동양프라자)",37.384240200000000,127.13397839999993,Y,Y,N,N,N,N,N,N,N,N,
분당정자청소년수련관,FC000547,1,공공(기타),2004,285,031-729-9500,https://www.snyouth.or.kr/tenten21/index.do,경기도 성남시 분당구 성남대로407번길 12 (정자동),37.372725000000000,127.10631260000002,N,N,N,N,N,Y,Y,Y,Y,Y,
분당판교청소년수련관,FC001736,1,공공(기타),2010,177,031-729-9600,https://www.snyouth.or.kr/pgyouth/index.do,경기도 성남시 분당구 운중로225번길 37 (판교동),37.391850600000000,127.09086219999995,N,N,N,N,N,Y,Y,Y,Y,Y,
불과얼음 뮤지컬 워크숍극장,FC000135,1,민간(대학로 외),2012,80,02-596-5518,http://cafe.daum.net/fireandice,서울특별시 마포구 포은로 14 (합정동) 수성빌딩 B102호,37.549380700000000,126.90933889999997,N,N,N,N,N,N,N,N,N,N,
뷰미디어 드림시어터 역삼,FC003632,1,민간(대학로 외),,0,,,서울특별시 강남구 언주로98길 8 (역삼동),37.504881400000000,127.04235640000000,N,N,N,N,N,N,N,N,N,N,
브라운볼 [동탄],FC003723,1,기타(비공연장),,0,,,경기도 화성시 동탄기흥로 557 (영천동),37.209872900000000,127.09218600000000,N,N,N,N,N,N,N,N,N,Y,
브라운핸즈 진주엠비씨,FC003621,1,민간(대학로 외),,0,,,경상남도 진주시 가호로 13 (가좌동),35.163798800000000,128.10744200000000,N,N,N,N,N,N,N,N,N,N,
브라움홀,FC003914,1,민간(대학로 외),,50,,https://braumhall.modoo.at/,서울특별시 서초구 명달로 30 (서초동),37.480275100000000,127.00583770000000,N,N,N,N,N,N,N,N,N,N,
브람스앤리스트,FC003489,1,민간(대학로 외),,0,,,서울특별시 서초구 반포대로 10 (서초동),37.481650100000000,127.01298480000000,N,N,N,N,N,N,N,N,N,N,
브러쉬씨어터(롯데서울숲IT캐슬),FC001919,1,민간(대학로 외),2018,120,02-6406-8324,https://www.brushtheatre.com/,서울특별시 성동구 광나루로 130 (성수동1가),37.551083300000000,127.04457690000000,Y,N,N,N,N,Y,N,N,N,Y,
브런치카페 안팎(anpark) [경산],FC004734,1,기타(비공연장),,0,,https://www.instagram.com/anpark_cafe,경상북도 경산시 삼성현로 54 (옥산동),35.824130000000000,128.71314700000000,N,Y,N,N,N,Y,N,N,N,Y,
브로스커피 [경주],FC004252,1,기타(비공연장),,0,,,경상북도 경주시 갯마을길 8 (배반동),35.814664700000000,129.24013210000000,N,N,N,N,N,N,N,N,N,Y,
브로일링커피 강동점,FC004020,1,기타(비공연장),,0,010-3211-0435,,서울특별시 강동구 성내로10길 9-6 (성내동),37.528263700000000,127.12495070000000,N,N,N,N,N,N,N,N,N,N,
브루어스,FC003186,1,기타(비공연장),,0,,,충청남도 천안시 동남구 먹거리9길 20(신부동),36.817465800000000,127.15608200000000,N,N,N,N,N,N,N,N,N,N,
브리틀리 [거제],FC003700,1,민간(대학로 외),,0,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=d7b8b140-5837-4ace-99d2-963b67f44a30,경상남도 거제시 중곡1로 86 (고현동),34.897226700000000,128.62849650000000,N,Y,N,Y,N,N,N,N,N,N,
